Operation_ID,ID,Op_role,Tie_ID,Kinship,Tie_Year,Tie_Extinguish,01,03,04,05,06,07,08,09,10,11,12,13,14,15,18,19,20,22,23,25,26,27,28
25,1390,,1397,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1390,,1398,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1391,,51,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1391,,1390,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1391,,1393,,2002,,,,,,,,,,,,,,,,,,,,,1,,,
25,1391,,1394,,2002,,,,,,,,,,,,,,,,,,,,,1,,,
25,1391,,1396,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1391,,1397,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1391,,1398,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1392,,51,,2002,2003,,,,,,,,,,,,,,,,,,,,1,,,
25,1392,,1390,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1392,,1396,,2002,2003,,,,,,,,,,,,,,,,,,,,1,,,
25,1392,,1397,,2002,2003,,,,,,,,,,,,,,,,,,,,2,,,
25,1392,,1398,,1998,2003,,,,,,,,,,,,,,,,,,,,2,,,
25,1393,,51,,2002,2002,,,,,,,,,,,,,,,,,,,,1,,,
25,1393,,1390,,2002,2002,,,,,,,,,,,,,,,,,,,,1,,,
25,1393,,1391,,2002,2002,,,,,,,,,,,,,,,,,,,,1,,,
25,1393,,1394,,2002,2002,,,,,,,,,,,,,,,,,,,,2,,,
25,1393,,1395,,2002,2002,,,,,,,,,,,,,,,,,,,,2,,,
25,1394,,51,,2002,2002,,,,,,,,,,,,,,,,,,,,1,,,
25,1394,,1391,,2002,,,,,,,,,,,,,,,,,,,,,1,,,
25,1394,,1390,,2002,,,,,,,,,,,,,,,,,,,,,1,,,
25,1394,,1393,,2002,2002,,,,,,,,,,,,,,,,,,,,2,,,
25,1394,,1395,,2002,2002,,,,,,,,,,,,,,,,,,,,2,,,
25,1395,,1393,,2002,2002,,,,,,,,,,,,,,,,,,,,2,,,
25,1395,,1394,,2002,2002,,,,,,,,,,,,,,,,,,,,2,,,
25,1396,,51,,2002,2003,,,,,,,,,,,,,,,,,,,,1,,,
25,1396,,1391,,2002,2003,,,,,,,,,,,,,,,,,,,,2,,,
25,1396,,1392,,2002,2003,,,,,,,,,,,,,,,,,,,,1,,,
25,1396,,1397,,2002,2003,,,,,,,,,,,,,,,,,,,,2,,,
25,1396,,1398,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1397,,51,,2002,2007,,,,,,,,,,,,,,,,,,,,1,,,
25,1397,,1390,,2002,2007,,,,,,,,,,,,,,,,,,,,2,,,
25,1397,,1391,,2002,2007,,,,,,,,,,,,,,,,,,,,2,,,
25,1397,,1392,,2002,2003,,,,,,,,,,,,,,,,,,,,2,,,
25,1397,,1396,,2002,2003,,,,,,,,,,,,,,,,,,,,2,,,
25,1397,,1398,,2002,2007,,,,,,,,,,,,,,,,,,,,2,,,
25,1398,,1390,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1398,,1391,,2002,,,,,,,,,,,,,,,,,,,,,2,,,
25,1398,,1392,,1998,2003,,,,,,,,,,,,,,,,,,,,2,,,
25,1398,,1396,,2002,2003,,,,,,,,,,,,,,,,,,,,2,,,
25,1398,,1397,,2002,2007,,,,,,,,,,,,,,,,,,,,2,,,
12,1399,12,7,,1990-1999,,,,,,,,,,,,2,,,,,,,,,,,,
12,1399,12,344,,1999,,,,,,,,,,,,1,,,,,,,,,,,,
12,1399,12,345,,1999,,,,,,,,,,,,1,,,,,,,,,,,,
19,1421,13,293,,2000,2001,,,,,,,,,,,,,,,,2,,,,,,,
7,1422,5 (3),13,,1995,,,,,,,2,,,,,,,,,,,,,,,,,
7,1423,5 (2),1424,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1423,5 (2),1425,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1423,5 (2),1426,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1423,5 (2),1427,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1423,5 (2),1428,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1423,5 (2),1429,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1423,5 (2),1430,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1423,5 (2),1431,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1424,5 (2) 8,1423,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1424,5 (2) 8,1425,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1424,5 (2) 8,1426,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1424,5 (2) 8,1427,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1424,5 (2) 8,1428,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1424,5 (2) 8,1429,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1424,5 (2) 8,1430,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1424,5 (2) 8,1431,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1425,8,1423,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1425,8,1424,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1425,8,1426,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1425,8,1427,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1425,8,1428,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1425,8,1429,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1425,8,1430,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1425,8,1431,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1426,8,1423,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1426,8,1424,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1426,8,1425,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1426,8,1427,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1426,8,1428,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1426,8,1429,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1426,8,1430,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1426,8,1431,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1427,8,1423,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1427,8,1424,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1427,8,1425,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1427,8,1426,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1427,8,1428,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1427,8,1429,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1427,8,1430,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1427,8,1431,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1428,8,1423,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1428,8,1424,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1428,8,1425,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1428,8,1426,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1428,8,1427,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1428,8,1429,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1428,8,1430,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1428,8,1431,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1429,8,1423,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1429,8,1424,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1429,8,1425,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1429,8,1426,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1429,8,1427,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1429,8,1428,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1429,8,1430,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1429,8,1431,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1430,8,1423,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1430,8,1424,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1430,8,1425,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1430,8,1426,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1430,8,1427,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1430,8,1428,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1430,8,1429,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1430,8,1431,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1431,8,1423,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1431,8,1424,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1431,8,1425,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1431,8,1426,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1431,8,1427,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1431,8,1428,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1431,8,1429,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
7,1431,8,1430,,1995,1995,,,,,,2,,,,,,,,,,,,,,,,,
4,1440,,225,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1440,,229,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1440,,230,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1440,,231,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1440,,1441,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1440,,1450,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1441,,225,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1441,,229,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1441,,230,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1441,,231,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1441,,1440,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1441,,1450,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1442,,1448,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1442,,1444,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1442,,1445,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1442,,1446,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1442,,1447,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1442,,1449,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1443,,226,,1995,,,,1,,,,,,,,,,,,,,,,,,,,
4,1443,,227,,1995,,,,1,,,,,,,,,,,,,,,,,,,,
4,1443,,228,,1995,,,,1,,,,,,,,,,,,,,,,,,,,
4,1444,,1442,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1444,,1445,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1444,,1446,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1444,,1447,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1444,,1448,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1444,,1449,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1445,,1442,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1445,,1444,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1445,,1446,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1445,,1447,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1445,,1448,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1445,,1449,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1446,,1442,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1446,,1444,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1446,,1445,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1446,,1447,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1446,,1448,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1446,,1449,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1447,,1442,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1447,,1444,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1447,,1445,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1447,,1446,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1447,,1448,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1447,,1449,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1448,,1442,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1448,,1444,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1448,,1445,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1448,,1446,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1448,,1447,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1448,,1449,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1449,,1442,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1449,,1444,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1449,,1445,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1449,,1446,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1449,,1447,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1449,,1448,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1450,,225,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1450,,229,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1450,,230,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1450,,231,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1450,,1440,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
4,1450,,1441,,1995,,,,2,,,,,,,,,,,,,,,,,,,,
8,1451,13,242,,1996,1996,,,,,,,2,,,,,,,,,,,,,,,,
8,1451,13,243,,1996,1996,,,,,,,2,,,,,,,,,,,,,,,,
8,1451,13,244,,1996,1996,,,,,,,2,,,,,,,,,,,,,,,,
11,1473,4,19,,1993,1998,,,,,,,,,,1,,,,,,,,,,,,,
11,1474,4,15,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1474,4,50,,1998,1998,,,,,,,,,,1,,,,,,,,,,,,,
11,1474,4,51,,1998,,,,,,,,,,,1,,,,,,,,,,,,,
11,1474,4,56,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1474,4,1476,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1474,4,1477,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1475,5 (0); 1,51,,1998,,,,,,,,,,,1,,,,,,,,,,,,,
11,1475,5 (0); 1,52,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1475,5 (0); 1,1477,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1475,5 (0); 1,1478,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1475,5 (0); 1,1479,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1475,5 (0); 1,1480,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1476,8,15,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1476,8,50,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1476,8,51,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1476,8,56,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1476,8,1474,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1476,8,1477,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,15,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,50,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,51,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,52,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,56,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,1474,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,1475,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,1476,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,1478,,1998,,,,,,,,,,,1,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,1479,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1477,5 (0); 9; 11,1480,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1478,5 (0),52,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1478,5 (0),1475,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1478,5 (0),1477,,1998,,,,,,,,,,,1,,,,,,,,,,,,,
11,1478,5 (0),1479,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1478,5 (0),1480,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1479,13,52,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1479,13,1475,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1479,13,1477,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1479,13,1478,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1479,13,1480,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1480,8,52,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
11,1480,8,1475,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1480,8,1477,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1480,8,1478,,1998,,,,,,,,,,,2,,,,,,,,,,,,,
11,1480,8,1479,,1998,1998,,,,,,,,,,2,,,,,,,,,,,,,
22,1481,4; 5 (0),14,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1481,4; 5 (0),1482,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1482,2,14,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1482,2,1481,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1482,2,1483,,1990-1999,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1482,2,1491,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1482,2,1493,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1482,2,1494,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1482,2,1495,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1482,2,1496,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1483,5 (1),14,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1483,5 (1),1482,,1990-1999,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1483,5 (1),1491,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1483,5 (1),1495,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1483,5 (1),1496,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1484,2,53,,1995-1999,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1484,2,1489,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1484,2,1490,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
12,1487,13,344,0,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,1487,5 (2); 3; 9; 11,345,0,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,1487,5 (2); 3; 9; 11,1488,0,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,1488,2,344,,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,1488,2,345,0,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
12,1488,2,1487,0,1998,1999,,,,,,,,,,,2,,,,,,,,,,,,
22,1489,2,53,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1489,2,1484,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1489,2,1490,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1490,2,53,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1490,2,1484,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1490,2,1489,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1491,2,1482,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1491,2,1483,,2002,2002,,,,,,,,,,,,,,,,,,2,,,,,
22,1492,2,53,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1493,2,14,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1493,2,1482,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1493,2,1494,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1493,2,1495,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1493,2,1496,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1494,2,14,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1494,2,1482,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1494,2,1493,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1494,2,1495,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1494,2,1496,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1495,8,14,,2002,2003,,,,,,,,,,,,,,,,,,2,,,,,
22,1495,8,1482,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1495,8,1483,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1495,8,1493,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1495,8,1494,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1495,8,1496,,2002,,,,,,,,,,,,,,,,,,,2,,,,,
22,1496,8,14,,2002,2003,,,,,,,,,,,,,,,,,,2,,,,,
22,1496,8,1482,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1496,8,1483,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1496,8,1493,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1496,8,1494,,2002,2002,,,,,,,,,,,,,,,,,,1,,,,,
22,1496,8,1495,,2002,,,,,,,,,,,,,,,,,,,2,,,,,
22,1497,2,1498,,2002,2004,,,,,,,,,,,,,,,,,,1,,,,,
22,1498,2,1497,,2002,2004,,,,,,,,,,,,,,,,,,1,,,,,
26,1499,1,84,1,2001,2002,,,,,,,,,,,,,,,,,,,,,2,,
26,1499,1,1324,3,1980s,,,,,,,,,,,,,,,,,,,,,,3,,
26,1500,2,84,,2002,2002,,,,,,,,,,,,,,,,,,,,,1,,
26,2500,2,84,,2002,2002,,,,,,,,,,,,,,,,,,,,,1,,
26,2501,2,84,,2002,2002,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
